"No.","Time","Source","Destination","Protocol","Length","Info"
"21","1.390499318","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=26102 Ack=772 Win=501 Len=6380 TSval=3079458850 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"22","1.390499337","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","6466","Application Data"
"23","1.390502189","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=32482 Win=6717 Len=0 TSval=1343687328 TSecr=3079458850"
"24","1.390519551","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=38862 Win=6671 Len=0 TSval=1343687328 TSecr=3079458851"
"25","1.390609076","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","6466","Application Data"
"26","1.390609226","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=45242 Ack=772 Win=501 Len=6380 TSval=3079458852 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"27","1.390621896","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=45242 Win=6623 Len=0 TSval=1343687328 TSecr=3079458852"
"28","1.390684802","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=51622 Win=6576 Len=0 TSval=1343687328 TSecr=3079458852"
"29","1.390728269","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","6466","Application Data"
"30","1.390728296","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=58002 Ack=772 Win=501 Len=6380 TSval=3079458854 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"31","1.390731517","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=58002 Win=6530 Len=0 TSval=1343687328 TSecr=3079458853"
"32","1.390753618","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=64382 Ack=772 Win=501 Len=6380 TSval=3079458855 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"33","1.390753638","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","6466","Application Data"
"34","1.390766827","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","5190","Application Data"
"35","1.390774317","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [PSH, ACK] Seq=82246 Ack=772 Win=501 Len=1276 TSval=3079458857 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"36","1.390774342","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=83522 Ack=772 Win=501 Len=6380 TSval=3079458858 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"37","1.390774077","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=82246 Win=6350 Len=0 TSval=1343687328 TSecr=3079458854"
"38","1.390774369","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","7742","443  >  47056 [PSH, ACK] Seq=89902 Ack=772 Win=501 Len=7656 TSval=3079458859 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"39","1.390824432","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=83522 Win=6341 Len=0 TSval=1343687328 TSecr=3079458857"
"40","1.390844102","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=89902 Win=6294 Len=0 TSval=1343687328 TSecr=3079458858"
"41","1.390883008","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=97558 Win=6238 Len=0 TSval=1343687329 TSecr=3079458859"
"42","1.390908812","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","2638","Application Data"
"43","1.390910491","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=100110 Win=6220 Len=0 TSval=1343687329 TSecr=3079458860"
"44","1.391792854","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","3914","443  >  47056 [PSH, ACK] Seq=100110 Ack=772 Win=501 Len=3828 TSval=3079458860 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"45","1.391792903","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=103938 Ack=772 Win=501 Len=1276 TSval=3079458861 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"46","1.391814530","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=103938 Win=6923 Len=0 TSval=1343687329 TSecr=3079458860"
"47","1.398341101","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","5190","443  >  47056 [PSH, ACK] Seq=105214 Ack=772 Win=501 Len=5104 TSval=3079458861 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"48","1.398409557","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=110318 Win=6942 Len=0 TSval=1343687336 TSecr=3079458861"
"49","1.399939014","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","6466","Application Data"
"50","1.399974833","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=116698 Win=6942 Len=0 TSval=1343687338 TSecr=3079458862"
"51","1.405692697","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=116698 Ack=772 Win=501 Len=2552 TSval=3079458863 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"52","1.405755286","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=119250 Win=6942 Len=0 TSval=1343687343 TSecr=3079458863"
"53","1.409904884","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","3914","Application Data"
"54","1.410020743","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=123078 Win=6942 Len=0 TSval=1343687348 TSecr=3079458863"
"55","1.414451796","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=123078 Ack=772 Win=501 Len=1276 TSval=3079458863 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"56","1.428097898","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=124354 Ack=772 Win=501 Len=1276 TSval=3079458863 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"57","1.428134134","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=125630 Win=6942 Len=0 TSval=1343687366 TSecr=3079458863"
"58","1.434013177","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=125630 Ack=772 Win=501 Len=2552 TSval=3079458863 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"59","1.434167625","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=128182 Win=6942 Len=0 TSval=1343687372 TSecr=3079458863"
"60","1.458875864","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [PSH, ACK] Seq=128182 Ack=772 Win=501 Len=1276 TSval=3079458863 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"61","1.459072777","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=129458 Win=6942 Len=0 TSval=1343687397 TSecr=3079458863"
"62","1.460092572","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=129458 Ack=772 Win=501 Len=2552 TSval=3079458864 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"63","1.460174541","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=132010 Win=6942 Len=0 TSval=1343687398 TSecr=3079458864"
"64","1.463946007","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=132010 Ack=772 Win=501 Len=2552 TSval=3079458864 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"65","1.464043062","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=134562 Win=6942 Len=0 TSval=1343687402 TSecr=3079458864"
"66","1.549208742","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","1362","Application Data"
"67","1.549208901","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=135838 Ack=772 Win=501 Len=6380 TSval=3079458865 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"68","1.549208928","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","3914","443  >  47056 [ACK] Seq=142218 Ack=772 Win=501 Len=3828 TSval=3079458866 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"69","1.549309412","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=146046 Win=6942 Len=0 TSval=1343687487 TSecr=3079458864"
"70","1.556627588","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [PSH, ACK] Seq=146046 Ack=772 Win=501 Len=2552 TSval=3079458866 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"71","1.556732713","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=148598 Win=6942 Len=0 TSval=1343687494 TSecr=3079458866"
"72","1.558813097","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=148598 Ack=772 Win=501 Len=1276 TSval=3079458867 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"73","1.562403456","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","4546","Application Data"
"74","1.562544270","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=154334 Win=6942 Len=0 TSval=1343687500 TSecr=3079458867"
"75","1.564511901","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=154334 Ack=772 Win=501 Len=2552 TSval=3079458868 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"76","1.564556686","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=156886 Win=6942 Len=0 TSval=1343687502 TSecr=3079458868"
"77","1.589017174","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=156886 Ack=772 Win=501 Len=2552 TSval=3079458868 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"78","1.589247896","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=159438 Win=6942 Len=0 TSval=1343687527 TSecr=3079458868"
"79","1.590345262","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [PSH, ACK] Seq=159438 Ack=772 Win=501 Len=1276 TSval=3079458868 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"80","1.590429914","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=160714 Win=6942 Len=0 TSval=1343687528 TSecr=3079458868"
"81","1.593046026","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=160714 Ack=772 Win=501 Len=2552 TSval=3079458869 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"82","1.593122695","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","86","47056  >  443 [ACK] Seq=772 Ack=163266 Win=6942 Len=0 TSval=1343687531 TSecr=3079458869"
"83","1.733444506","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=163266 Ack=772 Win=501 Len=1276 TSval=3079458869 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"84","1.733444770","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","[TCP Previous segment not captured] 443  >  47056 [PSH, ACK] Seq=165818 Ack=772 Win=501 Len=1276 TSval=3079458869 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"85","1.733444788","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=167094 Ack=772 Win=501 Len=6380 TSval=3079458870 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"86","1.733444806","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","3914","Application Data"
"87","1.733487874","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687671 TSecr=3079458869 SLE=165818 SRE=167094"
"88","1.733574922","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#1] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687671 TSecr=3079458869 SLE=165818 SRE=173474"
"89","1.733597072","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#2] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687671 TSecr=3079458869 SLE=165818 SRE=177302"
"90","1.776699032","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [PSH, ACK] Seq=177302 Ack=772 Win=501 Len=2552 TSval=3079458871 TSecr=1343687224 [TCP segment of a reassembled PDU]"
"91","1.776699342","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","6466","443  >  47056 [PSH, ACK] Seq=179854 Ack=772 Win=501 Len=6380 TSval=3079458871 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"92","1.777910157","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#3] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687714 TSecr=3079458869 SLE=165818 SRE=186234"
"93","1.786998439","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","3914","443  >  47056 [ACK] Seq=186234 Ack=772 Win=501 Len=3828 TSval=3079458872 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"94","1.787186907","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=190062 Ack=772 Win=501 Len=1276 TSval=3079458872 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"95","1.787669873","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","1362","Application Data"
"96","1.788132365","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#4] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687725 TSecr=3079458869 SLE=165818 SRE=192614"
"97","1.791197747","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=192614 Ack=772 Win=501 Len=1276 TSval=3079458873 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"98","1.792315128","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#5] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687729 TSecr=3079458869 SLE=165818 SRE=193890"
"99","1.802606607","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=193890 Ack=772 Win=501 Len=1276 TSval=3079458873 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"100","1.803757869","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#6] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687740 TSecr=3079458869 SLE=165818 SRE=195166"
"101","1.806032740","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [ACK] Seq=195166 Ack=772 Win=501 Len=1276 TSval=3079458873 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"102","1.807180304","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#7] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687744 TSecr=3079458869 SLE=165818 SRE=196442"
"103","1.815810843","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [PSH, ACK] Seq=196442 Ack=772 Win=501 Len=2552 TSval=3079458873 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"104","1.816284032","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","5190","443  >  47056 [ACK] Seq=198994 Ack=772 Win=501 Len=5104 TSval=3079458874 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"105","1.816745250","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [PSH, ACK] Seq=204098 Ack=772 Win=501 Len=1276 TSval=3079458874 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"106","1.816954527","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#8] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687754 TSecr=3079458869 SLE=165818 SRE=205374"
"107","1.822472897","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=205374 Ack=772 Win=501 Len=2552 TSval=3079458875 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"108","1.823667170","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#9] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687760 TSecr=3079458869 SLE=165818 SRE=207926"
"109","1.827757370","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","2638","Application Data"
"110","1.828404974","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","1362","443  >  47056 [PSH, ACK] Seq=210478 Ack=772 Win=501 Len=1276 TSval=3079458875 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"111","1.829039516","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#10] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687766 TSecr=3079458869 SLE=165818 SRE=211754"
"112","1.835886583","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TCP","2638","443  >  47056 [ACK] Seq=211754 Ack=772 Win=501 Len=2552 TSval=3079458876 TSecr=1343687260 [TCP segment of a reassembled PDU]"
"113","1.837229791","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","2001:40a8:4400:3::5266:982a","TCP","98","[TCP Dup ACK 87#11] 47056  >  443 [ACK] Seq=772 Ack=164542 Win=6933 Len=0 TSval=1343687774 TSecr=3079458869 SLE=165818 SRE=214306"
"114","1.843000450","2001:40a8:4400:3::5266:982a","2a0d:6fc7:505:6e3:b391:e2e3:ca0d:6126","TLSv1.2","2638","Application Data"
